"","domain","tote_seite","catkey","category"
"29435","die2-kfz.de",0,"K15000","K"
"29436","die-woll-friesen.de",0,"K16000","K"
"29437","die-werkstatt-online.de",0,"K16000","K"
"29438","die-tarifexperten-prignitz.de",0,"K13000","K"
"29439","die-stilwelt.de",0,"K34000","K"
"29440","die-putzteufele.de",0,"K30000","K"
"29441","die-makler-muenchen.de",0,"K25000","K"
"29442","die-kleine-kuenstlerwerkstatt.de",0,"K16000","K"
"29443","die-junge-fahrschule.de",0,"K31000","K"
"29444","die-hochzeitszeitung.info",0,"K20000","K"
"29445","die-hochzeitsrednerin-berlin-brandenburg.de",0,"K34000","K"
"29446","die-himmelsleiter.de",0,"K16000","K"
"29447","die-gruene-lunge.com",0,"K16000","K"
"29448","die-fettverbrennungsdiaet.de",0,"K26000","K"
"29449","die-dachsanierer.de",0,"K14000","K"
"29450","die-camera.com",0,"K20000","K"
"29451","die-bueroplaner.de",0,"K14000","K"
"29452","die-braterei.de",0,"K19000","K"
"29453","die-blaumeise.com",0,"K16000","K"
"29454","didi-handel.de",0,"K16000","K"
"29455","dianakuenne.de",0,"K16000","K"
"29456","diana-karches.de",0,"K32000","K"
"29457","diamond-photography.de",0,"K20000","K"
"29458","diamond-business.de",0,"K16000","K"
"29459","diamantkosmetikstudio.de",0,"K22000","K"
"29460","diamantkosmetikstudio.de",0,"K22000","K"
"29461","diamant-ballon.de",0,"K16000","K"
"29462","dialogmanufaktur.com",0,"K34000","K"
"29463","dialogaufbau.de",0,"K34000","K"
"29464","dh-illustration-grafik.de",0,"K20000","K"
"29465","dgs-rohrreinigung.de",0,"K14000","K"
"29466","dgmusik.de",0,"K21000","K"
"29467","dgfev.net",0,"K33000","K"
"29468","dflair.de",0,"K25000","K"
"29469","devilish-booking.de",0,"K21000","K"
"29470","devi-art.de",0,"K16000","K"
"29471","developernetwork.conterra.de",0,NA,"K"
"29472","dev.zahnspange-dinkel.de",0,NA,"K"
"29473","dev.mghk-invest.de",0,NA,"K"
"29474","deutschmann-sicherheit.de",0,"K30000","K"
"29475","deutschklasse.catering",0,"K19000","K"
"29476","deutsches-meisterlabor.drkoch-partner.de",0,NA,"K"
"29477","deutscher-akkuservice.de",0,"K16000","K"
"29478","deutschedoggenvomrossweiher.de",0,"K21000","K"
"29479","deutsche-doggen-vom-machurius.de",0,"K34000","K"
"29480","detservice.de",0,"K26000","K"
"29481","detektei-von-poblotzki.de",0,"K29000","K"
"29482","detektei-schultze-landshut.de",0,"K29000","K"
"29483","dessousparty-senden.de",0,"K16000","K"
"29484","designerflohmarkt-online.de",0,"K16000","K"
"29485","designer-depot.net",0,"K16000","K"
"29486","design-machata.com",0,"K20000","K"
"29487","design-deluxe.de",0,"K17000","K"
"29488","desietra.de",0,"K16000","K"
"29489","desa-schneiderei.de",0,"K34000","K"
"29490","dersa-it.de",0,"K23000","K"
"29491","derreifenspezi.reifen1plus.de",0,"K15000","K"
"29492","derpulheim.de",0,"K18000","K"
"29493","dernaturbaumarkt.de",0,"K14000","K"
"29494","dername.com",0,"K16000","K"
"29495","derkaelteprofi.de",0,"K14000","K"
"29496","derk-rotman.de",0,"K16000","K"
"29497","derhochstapler.de",0,"K21000","K"
"29498","derbikeprofi.de",0,"K16000","K"
"29499","derauftragsknipser.com",0,"K20000","K"
"29500","der-tintenshop.com",0,"K16000","K"
"29501","der-ses-berater.de",0,"K26000","K"
"29502","der-rollende-suppentopf.de",0,"K19000","K"
"29503","der-kleine-uhrenshop.de",0,"K16000","K"
"29504","der-keyboarder.de",0,"K21000","K"
"29505","der-jahrgang.de",0,"K21000","K"
"29506","der-held-der-zeiten.eeb-books.net",0,NA,"K"
"29507","der-gruene-hofladen.de",0,"K16000","K"
"29508","der-gruene-dienstleister.de",0,"K30000","K"
"29509","der-grieche-express.de",0,"K19000","K"
"29510","der-fuerstenberger.de",0,"K17000","K"
"29511","der-anhaengerfuchs.de",0,"K15000","K"
"29512","dentapont.de",0,"K32000","K"
"29513","dentalrepairshop.de",0,"K32000","K"
"29514","dental-hygiene-mueller.de",0,"K32000","K"
"29515","dent-o-care.net",0,"K16000","K"
"29516","dent-o-care.biz",0,"K16000","K"
"29517","denkmal.net",0,"K24000","K"
"29518","den-magic.com",0,"K21000","K"
"29519","demon-drinks.de",0,"K16000","K"
"29520","demo.manudocpraxis.de",0,NA,"K"
"29521","deluca-schuhe.de",0,"K16000","K"
"29522","deltastallion.com",0,"K17000","K"
"29523","delta-wa-fkb.de",0,"K31000","K"
"29524","delianbau.de",0,"K14000","K"
"29525","delavanda.de",0,"K16000","K"
"29526","delastik.com",0,"K21000","K"
"29527","dekiwo.de",0,"K16000","K"
"29528","deiz-composite.de",0,"K16000","K"
"29529","deissler-reisen.de",0,"K18000","K"
"29530","deinobst.eu",0,"K27000","K"
"29531","deine-zahnarzt-praxis.de",0,"K32000","K"
"29532","dein-zahn-arzt.de",0,"K32000","K"
"29533","deiglmayr.com",0,"K20000","K"
"29534","deguzman.de",0,"K30000","K"
"29535","degle.hafenmeier-schluesselfertigbau.de",0,NA,"K"
"29536","defu-pilker.de",0,"K16000","K"
"29537","defenceclub-hannover.de",0,"K21000","K"
"29538","def-com.de",0,"K21000","K"
"29539","deconzept.de",0,"K16000","K"
"29540","decker-optic.de",0,"K32000","K"
"29541","deckena.org",0,"K18000","K"
"29542","dechert-bestattungen.de",0,"K34000","K"
"29543","debus-energietechnik.de",0,"K14000","K"
"29544","debuhrfirrel.de",0,"K14000","K"
"29545","debredstedtersool.de",0,"K19000","K"
"29546","de.ate-software.net",0,NA,"K"
"29547","de-luna.de",0,"K19000","K"
"29548","de-fahrschui.de",0,"K31000","K"
"29549","dcm.de",0,"K30000","K"
"29550","dck-mobile.de",0,"K15000","K"
"29551","dbvcm.de",0,"K27000","K"
"29552","dbs-haase.de",0,"K21000","K"
"29553","dbhphoto.de",0,"K20000","K"
"29554","db-hausdesign.de",0,"K14000","K"
"29555","db-bau.com",0,"K14000","K"
"29556","dazugelernt.de",0,"K31000","K"
"29557","davids-akademie.de",0,"K31000","K"
"29558","dauerhafte-haarentfernung.studio",0,"K22000","K"
"29559","daubhausen.de",0,"K33000","K"
"29560","date-hunter.de",0,"K16000","K"
"29561","datatalk.de",0,"K16000","K"
"29562","dat-roote-hus.com",0,"K18000","K"
"29563","daswerke.com",0,"K33000","K"
"29564","dasstrandhaus-sylt.de",0,"K16000","K"
"29565","dasrosmarin.de",0,"K19000","K"
"29566","dasprinzessinnenschloss-shop.de",0,"K16000","K"
"29567","daslehn.de",0,"K19000","K"
"29568","daskleinestudio.de",0,"K22000","K"
"29569","das-richtige-brautkleid.de",0,"K16000","K"
"29570","das-finanzhaus.de",0,"K24000","K"
"29571","darunter-wismar.de",0,"K16000","K"
"29572","dart-shop-harmuth.de",0,"K16000","K"
"29573","dart-dart.de",0,"K16000","K"
"29574","darling-traumhochzeiten.de",0,"K21000","K"
"29575","danys-schoepfloeffel.de",0,"K19000","K"
"29576","danninger-gebaeudemanagement.de",0,"K30000","K"
"29577","danners-weinkeller.de",0,"K19000","K"
"29578","dannenmann.info",0,"K31000","K"
"29579","dannehl-immobilien.de",0,"K25000","K"
"29580","daniloug.de",0,"K30000","K"
"29581","danijela-memories.de",0,"K20000","K"
"29582","danielkokot.photography",0,"K20000","K"
"29583","daniel-schmuck.com",0,"K16000","K"
"29584","dangast-waterkoeter.de",0,"K18000","K"
"29585","damke-gmbh.de",0,"K14000","K"
"29586","dambon-maler.de",0,"K14000","K"
"29587","damaria-zumscharfeneck.de",0,"K19000","K"
"29588","damaras-naillounge.de",0,"K22000","K"
"29589","daltec.de",0,"K12000","K"
"29590","dalberg-klinik.de",0,"K32000","K"
"29591","dagci-bau.de",0,"K14000","K"
"29592","dafuer-trete-ich-ein.de",0,"K33000","K"
"29593","daehndel.de",0,"K14000","K"
"29594","dachtechnik-forgber.de",0,"K14000","K"
"29595","dachreinigung-dachbeschichtung.info",0,"K14000","K"
"29596","dachdeckermeister-weikinger.de",0,"K14000","K"
"29597","dachdeckerei-brogmus.de",0,"K14000","K"
"29598","dachdecker-rossner.de",0,"K14000","K"
"29599","dachdecker-posselmann.de",0,"K14000","K"
"29600","dachdecker-kuscu.de",0,"K14000","K"
"29601","dachdecker-isernhagen.de",0,"K14000","K"
"29602","dachdecker-hersch.nrw",0,"K14000","K"
"29603","dachdecker-henker.de",0,"K14000","K"
"29604","dachdecker-grodzki.de",0,"K14000","K"
"29605","dachdecker-giertz.de",0,"K14000","K"
"29606","dachbegruenung-nrw.de",0,"K16000","K"
"29607","dach-profiakquise.eu",0,"K27000","K"
"29608","dach-albers.de",0,"K14000","K"
"29609","da-stefano-online.de",0,"K19000","K"
"29610","d-t-transporte.de",0,"K17000","K"
"29611","d-oberkassel-immobilien.de",0,"K25000","K"
"29612","d-d-bikes.de",0,"K15000","K"
"29613","d-apothek.com",0,"K19000","K"
"29614","d-a-r-t.de",0,"K30000","K"
"29615","cwpack.de",0,"K16000","K"
"29616","cwmarquardt.de",0,"K29000","K"
"29617","cw-unternehmensberatung.com",0,"K26000","K"
"29618","cw-bauelemente.de",0,"K14000","K"
"29619","cv-leuchten.de",0,"K16000","K"
"29620","cuws.net",0,"K24000","K"
"29621","cuws.eu",0,"K24000","K"
"29622","customhands.de",0,"K15000","K"
"29623","customerservice.skinfox.de",0,NA,"K"
"29624","customerconsult.de",0,"K23000","K"
"29625","curata.net",0,"K24000","K"
"29626","cura-san.de",0,"K32000","K"
"29627","cundsweine.de",0,"K19000","K"
"29628","cunard.kreuzfahrtagentur.eu",0,NA,"K"
"29629","cubus-m.com",0,"K21000","K"
"29630","cts-spedition.de",0,"K17000","K"
"29631","cts-eichinger.de",0,"K15000","K"
"29632","csassekuranzmakler.de",0,"K24000","K"
"29633","cs-wernstedt.de",0,"K23000","K"
"29634","cs-rissler.de",0,"K23000","K"
"29635","cs-diagnostics.com",0,"K32000","K"
"29636","cs-baggerarbeiten.com",0,"K14000","K"
"29637","cs-automobile-rostock.de",0,"K15000","K"
"29638","cs-automation.de",0,"K14000","K"
"29639","crocodile-hagen.de",0,"K19000","K"
"29640","crobet.de",0,"K21000","K"
"29641","croadria.de",0,"K18000","K"
"29642","cristian-putz.de",0,"K14000","K"
"29643","cristall-collection.de",0,"K16000","K"
"29644","criavis.de",0,"K16000","K"
"29645","crg-immobilien.com",0,"K25000","K"
"29646","crewconsult.de",0,"K23000","K"
"29647","creperie24.berlin",0,"K19000","K"
"29648","creavita.eu",0,"K32000","K"
"29649","creativshopmarianne.de",0,"K16000","K"
"29650","creativo-kuechen.de",0,"K16000","K"
"29651","creativmanufaktur-incorde.de",0,"K16000","K"
"29652","crcosmetic.de",0,"K22000","K"
"29653","crc-logistik.de",0,"K17000","K"
"29654","crazypalyzoa.de",0,"K21000","K"
"29655","craft4you.de",0,"K14000","K"
"29656","cps-security.de",0,"K30000","K"
"29657","coworkingbielefeld.com",0,"K30000","K"
"29658","cotshop.de",0,"K16000","K"
"29659","cosmetica-natura.de",0,"K22000","K"
"29660","cosmetic-concepts-schumacher.de",0,"K22000","K"
"29661","cosmetic-avantapres.com",0,"K22000","K"
"29662","corridorproperty.de",0,"K25000","K"
"29663","corpomed.de",0,"K32000","K"
"29664","cornelia-hansen.de",0,"K20000","K"
"29665","cornelia-dreyer.de",0,"K32000","K"
"29666","cork-gallery.com",0,"K16000","K"
"29667","corinna-kirschenbellanger.de",0,"K22000","K"
"29668","corfu-grill-hamburg.de",0,"K19000","K"
"29669","copytake16.de",0,"K20000","K"
"29670","copen.de",0,"K32000","K"
"29671","coolperfect.de",0,"K22000","K"
"29672","coole-buecher.de",0,"K16000","K"
"29673","cool-smile.de",0,"K32000","K"
"29674","conversio-gmbh.com",0,"K26000","K"
"29675","conturemakeup-schrogl.de",0,"K22000","K"
"29676","continentale-premiumbu.de",0,"K24000","K"
"29677","contextplan-gmbh.de",0,"K14000","K"
"29678","conterra.de",0,"K23000","K"
"29679","container-lang.de",0,"K13000","K"
"29680","contactconsult.de",0,"K23000","K"
"29681","consumerconsult.de",0,"K23000","K"
"29682","construction-zone.de",0,"K12000","K"
"29683","conpamel.eu",0,"K14000","K"
"29684","conny-ferienwohnung.de",0,"K18000","K"
"29685","confiserie-hagn.de",0,"K19000","K"
"29686","confio-beratung.de",0,"K26000","K"
"29687","conexion-cuba.de",0,"K21000","K"
"29688","concordia-konstanz.de",0,"K34000","K"
"29689","conceptstore-hamburg.de",0,"K16000","K"
"29690","comtranslate.de",0,"K34000","K"
"29691","comtec-bleiwa.de",0,"K23000","K"
"29692","computer-sommer.de",0,"K23000","K"
"29693","computec-siegburg.de",0,"K23000","K"
"29694","communica.de",0,"K12000","K"
"29695","comixshop-hannover.de",0,"K16000","K"
"29696","comfortstudio-von-harten.de",0,"K16000","K"
"29697","comedytour.de",0,"K21000","K"
"29698","comcomics.de",0,"K16000","K"
"29699","colors-of-light.com",0,"K20000","K"
"29700","colonia-kurier.de",0,"K17000","K"
"29701","collegium-persano.eu",0,"K32000","K"
"29702","coin-germanyteam.com",0,"K24000","K"
"29703","coiffeurhop.de",0,"K22000","K"
"29704","coiffeur-schanz.de",0,"K22000","K"
"29705","cocotours.de",0,"K18000","K"
"29706","cobik.de",0,"K20000","K"
"29707","coasoft.de",0,"K23000","K"
"29708","coapo.de",0,"K16000","K"
"29709","coaching-luginger.de",0,"K32000","K"
"29710","coach4success.de",0,"K34000","K"
"29711","cnsconcept.de",0,"K23000","K"
"29712","cnm-handel.de",0,"K16000","K"
"29713","cms.vpsgmbh.de",0,NA,"K"
"29714","cms.nest-gebaudemanagement.de",0,NA,"K"
"29715","cms.molkenkur-baden-baden.de",0,NA,"K"
"29716","cms.freie-trauung-uwe.de",0,NA,"K"
"29717","cms-reichl.de",0,"K18000","K"
"29718","cmd-unternehmensberatung.de",0,"K26000","K"
"29719","club-backnang.de",0,"K19000","K"
"29720","clown-kai.de",0,"K21000","K"
"29721","clouset.de",0,"K14000","K"
"29722","clickconsultweb.de",0,"K23000","K"
"29723","clickconsult.de",0,"K23000","K"
"29724","clfuhs.de",0,"K18000","K"
"29725","clevermarket.eu",0,"K16000","K"
"29726","clepo.de",0,"K30000","K"
"29727","clementino.de",0,"K21000","K"
"29728","cleantimepower.de",0,"K30000","K"
"29729","cleanrevolution.de",0,"K30000","K"
"29730","cleanhome24.de",0,"K30000","K"
"29731","cleandrop.eu",0,"K16000","K"
"29732","clean-service-hotels-dienstleistung.de",0,"K30000","K"
"29733","clean-partner.de",0,"K30000","K"
"29734","clean-light.de",0,"K14000","K"
"29735","clean-job.de",0,"K30000","K"
"29736","clean-house-gebaeudereinigung.de",0,"K30000","K"
"29737","clean-car-broehm.de",0,"K15000","K"
"29738","clean-automation.de",0,"K28000","K"
"29739","clausens-vermietung.de",0,"K18000","K"
"29740","claudias-mobile-fusspflege.de",0,"K22000","K"
"29741","claudia-rath.de",0,"K20000","K"
"29742","claudia-langohr.de",0,"K32000","K"
"29743","clatech-gmbh.com",0,"K27000","K"
"29744","classicparkett.de",0,"K14000","K"
"29745","classic-thaimassage.de",0,"K22000","K"
"29746","ck-kleintransporte.com",0,"K17000","K"
"29747","cj-webservice.de",0,"K23000","K"
"29748","citycab-frankfurt.de",0,"K17000","K"
"29749","city-pizza-service.de",0,"K19000","K"
"29750","city-hotel-herten.de",0,"K18000","K"
"29751","city-fahrschule.info",0,"K31000","K"
"29752","city-apartment.net",0,"K18000","K"
"29753","city-and-home.de",0,"K25000","K"
"29754","cineconsult.de",0,"K23000","K"
"29755","cimprich.net",0,"K25000","K"
"29756","cimis-eck.de",0,"K19000","K"
"29757","cimconcept.de",0,"K23000","K"
"29758","cico-exklusive-raumgestaltung.com",0,"K14000","K"
"29759","cichon-transport.de",0,"K17000","K"
"29760","christinekopka-hypnose.de",0,"K32000","K"
"29761","christinagerstberger.de",0,"K21000","K"
"29762","christina-horlacher.de",0,"K22000","K"
"29763","christianwigge.de",0,"K14000","K"
"29764","christianmichler.de",0,"K21000","K"
"29765","christianerehbock.de",0,"K32000","K"
"29766","christian-pfluegler.de",0,"K21000","K"
"29767","christian-fahrschule.de",0,"K31000","K"
"29768","christian-buchwitz.com",0,"K32000","K"
"29769","chris-krug.de",0,"K32000","K"
"29770","chris-dietz.de",0,"K20000","K"
"29771","chpaket.ch",0,"K17000","K"
"29772","chor-fashion.de",0,"K21000","K"
"29773","chopper-shop.net",0,"K16000","K"
"29774","choin.net",0,"K23000","K"
"29775","chocotaste.de",0,"K16000","K"
"29776","chirugie-hamburgwest.de",0,"K32000","K"
"29777","chiropraktik-mueller.com",0,"K32000","K"
"29778","chiptuning-hansen.de",0,"K15000","K"
"29779","chiptuning-at-home.de",0,"K15000","K"
"29780","chinderjugenddokter.eu",0,"K32000","K"
"29781","chinasworld.de",0,"K16000","K"
"29782","chinaimbissmrsle.de",0,"K19000","K"
"29783","chin-thai-restaurant.de",0,"K19000","K"
"29784","chiemsee-ferienhaus-kull.de",0,"K18000","K"
"29785","chicandshabby-moebeleria.de",0,"K16000","K"
"29786","chg-industrieprodukte.de",0,"K16000","K"
"29787","chez-yvonne.com",0,"K22000","K"
"29788","chesterfield-moebel.de",0,"K16000","K"
"29789","chaumette.org",0,"K34000","K"
"29790","chaumette.de",0,"K34000","K"
"29791","charomedia.de",0,"K16000","K"
"29792","charlott-und-ihre-dessousparties.de",0,"K16000","K"
"29793","charisma-onlineshop.de",0,"K16000","K"
"29794","chaotikum.de",0,"K34000","K"
"29795","chandrakircherweinreich.de",0,"K29000","K"
"29796","challenge2002.de",0,"K23000","K"
"29797","chabaaprai.de",0,"K22000","K"
"29798","cha-ba-thaimassage.de",0,"K22000","K"
"29799","cft-berlin.de",0,"K16000","K"
"29800","cfpp.de",0,"K15000","K"
"29801","ceramintertrade.de",0,"K16000","K"
"29802","ceramictoners.com",0,"K20000","K"
"29803","ceproject.de",0,"K14000","K"
"29804","ceos-systeme.de",0,"K23000","K"
"29805","centstube.info",0,"K19000","K"
"29806","centro-supermarkt.de",0,"K16000","K"
"29807","cellulitefrei-siegen.de",0,"K32000","K"
"29808","cellagon-jutta-eggers.de",0,"K32000","K"
"29809","cds.de",0,"K21000","K"
"29810","cd-mobile.de",0,"K15000","K"
"29811","cct-hildenbrand.de",0,"K34000","K"
"29812","ccompany.net",0,"K30000","K"
"29813","cbos.de",0,"K16000","K"
"29814","cbm-ak-ug.de",0,"K24000","K"
"29815","cbi-fulda.de",0,"K16000","K"
"29816","cbconlineshop.de",0,"K28000","K"
"29817","cb-athletics.de",0,"K21000","K"
"29818","cavino-hesedorf.de",0,"K19000","K"
"29819","cavallino-stuttgart.de",0,"K19000","K"
"29820","catwalknailsandmore.de",0,"K22000","K"
"29821","catering-nerchau.de",0,"K19000","K"
"29822","catering-luigi.de",0,"K19000","K"
"29823","cat-ing.de",0,"K32000","K"
"29824","caspari-werbeagentur.de",0,"K26000","K"
"29825","casita-adriatica.com",0,"K18000","K"
"29826","casinobile.de",0,"K21000","K"
"29827","cashconsultweb.de",0,"K23000","K"
"29828","caseholder24.com",0,"K16000","K"
"29829","caseblaster.de",0,"K16000","K"
"29830","casadaniela.de",0,"K18000","K"
"29831","casabp.de",0,"K18000","K"
"29832","casaambiente.net",0,"K16000","K"
"29833","casa-pari.com",0,"K16000","K"
"29834","carolinewagner.de",0,"K21000","K"
"29835","carolinahorn.de",0,"K22000","K"
"29836","carolin-cremer.de",0,"K32000","K"
"29837","carolaheitmann-kosmetik.de",0,"K22000","K"
"29838","carola-brautmoden.de",0,"K16000","K"
"29839","caro-r.de",0,"K16000","K"
"29840","carmavega.de",0,"K19000","K"
"29841","carlasing-music.de",0,"K21000","K"
"29842","careerandsuccess.de",0,"K27000","K"
"29843","care-it-all-gmbh.de",0,"K30000","K"
"29844","cardio-pulse.de",0,"K32000","K"
"29845","carbon-racing-parts.de",0,"K15000","K"
"29846","carasailing.de",0,"K18000","K"
"29847","caramba-berlin.de",0,"K21000","K"
"29848","car-performance-hamburg.de",0,"K15000","K"
"29849","capital-concept.biz",0,"K25000","K"
"29850","capellichiarello.de",0,"K22000","K"
"29851","cap-sense.de",0,"K20000","K"
"29852","cantina.cafe",0,"K19000","K"
"29853","cantech.de",0,"K34000","K"
"29854","candyskartenwelt.de",0,"K16000","K"
"29855","camping-zum-wiesengrund.de",0,"K18000","K"
"29856","camping-neustein.de",0,"K18000","K"
"29857","camping-grossenbrode.de",0,"K18000","K"
"29858","calypso-reisen.com",0,"K18000","K"
"29859","calw-stammheim.de",0,"K21000","K"
"29860","calo-vertrieb.de",0,"K16000","K"
"29861","calm-medienverkauf.de",0,"K26000","K"
"29862","callcenterconsult.de",0,"K23000","K"
"29863","callatech.de",0,"K28000","K"
"29864","callanett.com",0,"K22000","K"
"29865","calisfotografie.de",0,"K20000","K"
"29866","calabrese-holzbau.de",0,"K16000","K"
"29867","cagis-gebaeudereinigung.de",0,"K30000","K"
"29868","cafepalaver.de",0,"K19000","K"
"29869","cafelezard.de",0,"K19000","K"
"29870","cafecatweimar.de",0,"K19000","K"
"29871","cafe-tortenwerkstatt.de",0,"K19000","K"
"29872","cafe-restaurant-unterensingen.de",0,"K19000","K"
"29873","cafe-gluecklich-berlin.de",0,"K19000","K"
"29874","cafe-ginkgo.de",0,"K19000","K"
"29875","cafe-esquina.de",0,"K19000","K"
"29876","cafe-albatros.de",0,"K19000","K"
"29877","cadpictures.de",0,"K20000","K"
"29878","cacrico.de",0,"K21000","K"
"29879","cabochon-schmuck.de",0,"K16000","K"
"29880","ca-vergleich.de",0,"K16000","K"
"29881","c-paris.de",0,"K34000","K"
"29882","c-gym.de",0,"K21000","K"
"29883","bytepuls.de",0,"K26000","K"
"29884","bysouha-beauty.de",0,"K32000","K"
"29885","by-nj-ka.de",0,"K16000","K"
"29886","bwvw.info",0,"K33000","K"
"29887","bw-europe.tours",0,"K17000","K"
"29888","bvhardert.de",0,"K21000","K"
"29889","bvf-immobau.de",0,"K14000","K"
"29890","bv-assekuranz.de",0,"K24000","K"
"29891","businesssustain.de",0,"K26000","K"
"29892","buschhorn-schaefers.de",0,"K28000","K"
"29893","burwick.eu",0,"K34000","K"
"29894","burningwheels.de",0,"K15000","K"
"29895","burkhardt-leitenberger.de",0,"K20000","K"
"29896","burhop-galabau.de",0,"K30000","K"
"29897","burgermeister-ffm.de",0,"K19000","K"
"29898","burgemeister-gebaeudereinigung.de",0,"K30000","K"
"29899","burg-terrassen.de",0,"K19000","K"
"29900","bunt-bau-lapinski.de",0,"K14000","K"
"29901","bundesligafan.de",0,"K23000","K"
"29902","bulut-yachting.com",0,"K18000","K"
"29903","bullys-von-der-wakenitz.de",0,"K21000","K"
"29904","bulletcity.de",0,"K16000","K"
"29905","bujukai-starzach.de",0,"K21000","K"
"29906","buildsafe.de",0,"K14000","K"
"29907","buettner-wohndesign.de",0,"K16000","K"
"29908","bueter-haustechnik.de",0,"K14000","K"
"29909","buesener.de",0,"K16000","K"
"29910","bueroservice-rees.de",0,"K24000","K"
"29911","bueroservice-koeppe.eu",0,"K30000","K"
"29912","bueroservice-himmler.de",0,"K24000","K"
"29913","bueroservice-bsb.de",0,"K26000","K"
"29914","bueroservice-berenson.berlin",0,"K30000","K"
"29915","bueroland-leipzig.de",0,"K16000","K"
"29916","buerokram.info",0,"K24000","K"
"29917","buerojacob.de",0,"K16000","K"
"29918","buerohuss.de",0,"K20000","K"
"29919","buerodesign-zimmermann.de",0,"K16000","K"
"29920","buero52.de",0,"K16000","K"
"29921","buergerpauschale.de",0,"K32000","K"
"29922","buergerbewegungen.de",0,"K33000","K"
"29923","buergerbewegung-pax-europa.de",0,"K33000","K"
"29924","buergel-buerobedarf.de",0,"K16000","K"
"29925","buennemeyer-unternehmen.de",0,"K16000","K"
"29926","buendgen.biz",0,"K27000","K"
"29927","buehler-glas.de",0,"K14000","K"
"29928","budoland.hafenmeier-schluesselfertigbau.de",0,NA,"K"
"29929","budo-balance.de",0,"K21000","K"
"29930","buddenkotte.de",0,"K12000","K"
"29931","buchladen-inter.net",0,"K16000","K"
"29932","buchkaffee.de",0,"K16000","K"
"29933","buchhaltungsservice-willeke.de",0,"K24000","K"
"29934","buchhaltungsservice-maintal.de",0,"K24000","K"
"29935","buchhaltungsservice-gaul.de",0,"K24000","K"
"29936","buchhaltung-langehenke.de",0,"K24000","K"
"29937","buchberger-edm.de",0,"K14000","K"
"29938","buch.drhschultheis.de",0,"K16000","K"
"29939","buch-rahmer.de",0,"K16000","K"
"29940","bublitz-alarm-bonn.de",0,"K29000","K"
"29941","bube-kamine.de",0,"K14000","K"
"29942","bubble-sports.de",0,"K21000","K"
"29943","bubble-loopy-ball.de",0,"K21000","K"
"29944","bub-usbikes.de",0,"K16000","K"
"29945","bub-mainz.de",0,"K26000","K"
"29946","bsv-linnartz.de",0,"K14000","K"
"29947","bsteichhof.de",0,"K14000","K"
"29948","bsm-verpackungen.de",0,"K16000","K"
"29949","bsgvolmarstein.de",0,"K21000","K"
"29950","bsd-freiburg.de",0,"K23000","K"
"29951","bsc-kg.de",0,"K16000","K"
"29952","brzezicha-immobilienverwaltung.de",0,"K25000","K"
"29953","brusius-gebaeudereinigung-buseck.de",0,"K30000","K"
"29954","brunos-bauelemente.de",0,"K16000","K"
"29955","brunobau.de",0,"K14000","K"
"29956","brunnenbau-gross.de",0,"K14000","K"
"29957","bruennet.de",0,"K12000","K"
"29958","bruegge-schelklingen.de",0,"K16000","K"
"29959","brueckner-schorndorf.de",0,"K32000","K"
"29960","browne-services.com",0,"K17000","K"
"29961","brot-und-kunst.com",0,"K20000","K"
"29962","brosig-mengewein.de",0,"K14000","K"
"29963","broedner-inlife.com",0,"K27000","K"
"29964","brixx-fox.de",0,"K16000","K"
"29965","britteinrichtungen.de",0,"K25000","K"
"29966","brittas-tierbilder.de",0,"K16000","K"
"29967","brilonergusstechnik.de",0,"K14000","K"
"29968","brilliant-horse.de",0,"K16000","K"
"29969","brillenkriewitz.de",0,"K32000","K"
"29970","brillenbeimilewski.de",0,"K32000","K"
"29971","brillen-brandes.de",0,"K32000","K"
"29972","brigitte-gruber.de",0,"K32000","K"
"29973","bridge-schuermann.de",0,"K31000","K"
"29974","brh-healthconcept.de",0,"K32000","K"
"29975","brettania-shop.de",0,"K16000","K"
"29976","brerei-nordwest.de",0,"K30000","K"
"29977","breparat.de",0,"K16000","K"
"29978","brennholz-im-abo.com",0,"K16000","K"
"29979","brennholz-emsland.info",0,"K16000","K"
"29980","brenn-wintergaerten-boetzingen.de",0,"K14000","K"
"29981","bremen-rechtsanwalt-immobilienrecht.de",0,"K29000","K"
"29982","breisgau-sushi.de",0,"K19000","K"
"29983","breakfast-island.de",0,"K19000","K"
"29984","break-iven.de",0,"K34000","K"
"29985","bre-metallbau.de",0,"K14000","K"
"29986","brautmoden-grimm.de",0,"K16000","K"
"29987","brauereigasthof-laupheimer.de",0,"K19000","K"
"29988","brauer-werbung.de",0,"K16000","K"
"29989","brasausky-consulting.de",0,"K26000","K"
"29990","brandt-logistik.eu",0,"K17000","K"
"29991","brandsspargel.de",0,"K16000","K"
"29992","brandschutz-limburg.de",0,"K30000","K"
"29993","brandorphin.net",0,"K26000","K"
"29994","brandentertainment.de",0,"K21000","K"
"29995","branda-accounting.com",0,"K24000","K"
"29996","braininc.eu",0,"K26000","K"
"29997","brackenheimer.de",0,"K27000","K"
"29998","braceletties.com",0,"K16000","K"
"29999","bpe-online.net",0,"K33000","K"
"30000","bpav.de",0,"K26000","K"
"30001","bp-sicherheitsdienst.de",0,"K30000","K"
"30002","boxen-m-sport.de",0,"K16000","K"
"30003","bovah.de",0,"K14000","K"
"30004","boutique-verita.de",0,"K16000","K"
"30005","boutique-talina.de",0,"K16000","K"
