"","X","domain","tote_seite","catkey","category"
"28126",32389,"anjaundpeter.de",NA,"P00000","P"
"28127",32390,"annaberger-faltstern.de",NA,"K00000","K"
"28128",32391,"anno-punktpunktpunkt.de",NA,"P00000","P"
"28129",32392,"antenne-stadtilm.de",NA,"N00000","N"
"28130",32393,"anwaltdeskindes-muenchen.de",NA,"N00000","N"
"28131",32394,"aor1948.de",NA,"N00000","N"
"28132",32395,"aplosmanueles.com",NA,"K00000","K"
"28133",32396,"apo-im-pep.de",NA,"K00000","K"
"28134",32397,"apotheke-im-geze.de",NA,"K00000","K"
"28135",32398,"apotheken-arbeitgeber-knigge.de",NA,"N00000","N"
"28136",32399,"aquapaladin.de",NA,"K00000","K"
"28137",32400,"aquarellist.de",NA,"K00000","K"
"28138",32401,"aquarienfreunde-schnathorst.info",NA,"N00000","N"
"28139",32402,"aquarien-handel.de",NA,"K00000","K"
"28140",32403,"arcfactory.it",NA,"K00000","K"
"28141",32404,"architekturmusik.de",NA,"K00000","K"
"28142",32405,"arkham-international.de",NA,"K00000","K"
"28143",32406,"armbrecht78.de",NA,"P00000","P"
"28144",32407,"arscarina.de",NA,"K00000","K"
"28145",32408,"artdot.de",NA,"P00000","P"
"28146",32409,"arztpraxislink.de",NA,"K00000","K"
"28147",32410,"asb-bautrocknung.de",NA,"K00000","K"
"28148",32411,"atega-weiss.de",NA,"K00000","K"
"28149",32412,"atelier-achern.de",NA,"K00000","K"
"28150",32413,"atv-franken.de",NA,"N00000","N"
"28151",32414,"autogas-antrieb.de",NA,"K00000","K"
"28152",32415,"autohandel-markkleeberg.de",NA,"K00000","K"
"28153",32416,"autohaus-elflein.de",NA,"K00000","K"
"28154",32417,"autohaus-perthes.de",NA,"K00000","K"
"28155",32418,"auto-severin.de",NA,"K00000","K"
"28156",32419,"auto-suzuki-japan.com",NA,"K00000","K"
"28157",32420,"autoteam24.info",NA,"K00000","K"
"28158",32421,"autoteile-ensyst.de",NA,"K00000","K"
"28159",32422,"autovermietung-mattern.de",NA,"K00000","K"
"28160",32423,"awo-fernwald.de",NA,"N00000","N"
"28161",32424,"az-werbe-budget24.de",NA,"K00000","K"
"28162",32425,"b2b-consulting-services.de",NA,"K00000","K"
"28163",32426,"babackhaschemi.de",NA,"K00000","K"
"28164",32427,"baby-und-kinderkurse-hameln.de",NA,"K00000","K"
"28165",32428,"badgestaltung.org",NA,"K00000","K"
"28166",32429,"ballettschule-ladanse.de",NA,"K00000","K"
"28167",32430,"ban-non.eu",NA,"N00000","N"
"28168",32431,"baranowski-os.de",NA,"K00000","K"
"28169",32432,"barbara-boock.de",NA,"P00000","P"
"28170",32433,"barbershop.one",NA,"K00000","K"
"28171",32434,"barkbad.de",NA,"K00000","K"
"28172",32435,"baucrm.com",NA,"K00000","K"
"28173",32436,"bauernmarkt-speyer.de",NA,"N00000","N"
"28174",32437,"bauexperte-koenig.com",NA,"K00000","K"
"28175",32438,"baufinanzierung-nrw.de",NA,"K00000","K"
"28176",32439,"baukonstruktion-ag.de",NA,"K00000","K"
"28177",32440,"bayern-fanartikel.com",NA,"K00000","K"
"28178",32441,"bbf-tec.de",NA,"K00000","K"
"28179",32442,"bccn-heidelberg-mannheim.de",NA,"N00000","N"
"28180",32443,"bci-röthenbach.de",NA,"N00000","N"
"28181",32444,"beautysire.de",NA,"P00000","P"
"28182",32445,"bedachungen-woeller.de",NA,"K00000","K"
"28183",32446,"beisiegel-ursprung.de",NA,"K00000","K"
"28184",32447,"bellalouisa-photography.de",NA,"K00000","K"
"28185",32448,"belohorizonte-insider.com",NA,"K00000","K"
"28186",32449,"bematec.info",NA,"K00000","K"
"28187",32450,"bendula.de",NA,"K00000","K"
"28188",32451,"be-orange.eu",NA,"N00000","N"
"28189",32452,"bergschule-predigtstuhl.de",NA,"K00000","K"
"28190",32453,"berlin-communication.com",NA,"K00000","K"
"28191",32454,"berta-projektbau.de",NA,"K00000","K"
"28192",32455,"bertholdklein.de",NA,"K00000","K"
"28193",32456,"bestdent.de",NA,"K00000","K"
"28194",32457,"bettinapopanda.de",NA,"P00000","P"
"28195",32458,"bffischer.de",NA,"P00000","P"
"28196",32459,"bickers-bau.de",NA,"K00000","K"
"28197",32460,"bieberbauimerlensteg.de",NA,"K00000","K"
"28198",32461,"bienenausstellung.de",NA,"K00000","K"
"28199",32462,"bienmueller.eu",NA,"K00000","K"
"28200",32463,"bingold-praxis.de",NA,"K00000","K"
"28201",32464,"biolandhofkern.de",NA,"K00000","K"
"28202",32465,"bio-olivenoel.net",NA,"K00000","K"
"28203",32466,"birmanns.com",NA,"K00000","K"
"28204",32467,"bistro-bonne.de",NA,"K00000","K"
"28205",32468,"bitcon.net",NA,"K00000","K"
"28206",32469,"blaechmechoniger.de",NA,"N00000","N"
"28207",32470,"blitzankauf.com",NA,"K00000","K"
"28208",32471,"blitzband.de",NA,"K00000","K"
"28209",32472,"blumenridder.de",NA,"K00000","K"
"28210",32473,"bmg-moebel.de",NA,"K00000","K"
"28211",32474,"bmhvd.de",NA,"K00000","K"
"28212",32475,"boersentrend.info",NA,"P00000","P"
"28213",32476,"bondorf.org",NA,"K00000","K"
"28214",32477,"böseskind.com",NA,"K00000","K"
"28215",32478,"bounge.de",NA,"K00000","K"
"28216",32479,"bovender-adventskalender.de",NA,"N00000","N"
"28217",32480,"bovi-concept-fw.de",NA,"K00000","K"
"28218",32481,"boxingcompanycologne.de",NA,"K00000","K"
"28219",32482,"brainsnob.net",NA,"K00000","K"
"28220",32483,"brandenburgtourist.de",NA,"K00000","K"
"28221",32484,"breakwaters.de",NA,"K00000","K"
"28222",32485,"breickmann.de",NA,"K00000","K"
"28223",32486,"breparat-store.de",NA,"K00000","K"
"28224",32487,"brinkmann-emsdetten.de",NA,"K00000","K"
"28225",32488,"bronzegiesserei-herweg.de",NA,"K00000","K"
"28226",32489,"bsv-hiesfeld.de",NA,"N00000","N"
"28227",32490,"buchta-fickenscher.de",NA,"K00000","K"
"28228",32491,"budo-discount.com",NA,"K00000","K"
"28229",32492,"buergerschaft-breitscheid.de",NA,"N00000","N"
"28230",32493,"bueropraktisch.de",NA,"K00000","K"
"28231",32494,"bumpcatcher.de",NA,"K00000","K"
"28232",32495,"buongusto-pizza.de",NA,"K00000","K"
"28233",32496,"bup-computer-service.de",NA,"K00000","K"
"28234",32497,"butz-h.de",NA,"K00000","K"
"28235",32498,"bwgs.de",NA,"K00000","K"
"28236",32499,"bw-sucht.de",NA,"P00000","P"
"28237",32500,"bytebefore.de",NA,"K00000","K"
"28238",32501,"byte-innovations.de",NA,"K00000","K"
"28239",32502,"bytesandpieces.de",NA,"K00000","K"
"28240",32503,"cafe-weberhaus.de",NA,"K00000","K"
"28241",32504,"calorie-coach.com",NA,"K00000","K"
"28242",32505,"camping-rudolstadt.de",NA,"K00000","K"
"28243",32506,"candybar-web.de",NA,"K00000","K"
"28244",32507,"cannondale-berlin.com",NA,"K00000","K"
"28245",32508,"canotecnik.es",NA,"K00000","K"
"28246",32509,"carat-invest.at",NA,"K00000","K"
"28247",32510,"caravan-owandner.de",NA,"K00000","K"
"28248",32511,"carbon-performance.com",NA,"K00000","K"
"28249",32512,"carlosbank.de",NA,"P00000","P"
"28250",32513,"caro-institut.de",NA,"N00000","N"
"28251",32514,"car-sold.de",NA,"K00000","K"
"28252",32515,"cdhelpers.de",NA,"K00000","K"
"28253",32516,"cdu-schöneiche.de",NA,"N00000","N"
"28254",32517,"cdu-wilgersdorf.de",NA,"N00000","N"
"28255",32518,"cgdorfen.de",NA,"N00000","N"
"28256",32519,"charlottenburg-nord.de",NA,"N00000","N"
"28257",32520,"chirurgie-hro.de",NA,"K00000","K"
"28258",32521,"c-h-m.eu",NA,"K00000","K"
"28259",32522,"christus-kirchengemeinde-buer.de",NA,"N00000","N"
"28260",32523,"ch-schmitz.de",NA,"K00000","K"
"28261",32524,"churchhills.de",NA,"P00000","P"
"28262",32525,"cic24.de",NA,"K00000","K"
"28263",32526,"cilli-huette.at",NA,"K00000","K"
"28264",32527,"cimex-eradicator.de",NA,"K00000","K"
"28265",32528,"circusrasch.com",NA,"K00000","K"
"28266",32529,"club-vosgien-wasselonne.net",NA,"N00000","N"
"28267",32530,"coaching-team-muenster.de",NA,"K00000","K"
"28268",32531,"colourjewels.de",NA,"P00000","P"
"28269",32532,"col-web.org",NA,"K00000","K"
"28270",32533,"combinationofart.de",NA,"P00000","P"
"28271",32534,"comco-leasing.de",NA,"K00000","K"
"28272",32535,"comic-book-guy.de",NA,"P00000","P"
"28273",32536,"commeet.at",NA,"K00000","K"
"28274",32537,"content-kabine.com",NA,"K00000","K"
"28275",32538,"copytex-siegerland.de",NA,"K00000","K"
"28276",32539,"cranio-praxis-peric.com",NA,"K00000","K"
"28277",32540,"creative-storm.de",NA,"P00000","P"
"28278",32541,"crossfitammain.com",NA,"K00000","K"
"28279",32542,"cst-travel.de",NA,"K00000","K"
"28280",32543,"ct-ts.de",NA,"K00000","K"
"28281",32544,"cultureaid.de",NA,"K00000","K"
"28282",32545,"cyconsulting.de",NA,"K00000","K"
"28283",32546,"dachdecker-herdecke.de",NA,"K00000","K"
"28284",32547,"dachtage-westfalen.de",NA,"K00000","K"
"28285",32548,"dagiv.de",NA,"K00000","K"
"28286",32549,"dammettig.de",NA,"K00000","K"
"28287",32550,"damoune.de",NA,"K00000","K"
"28288",32551,"daniel-weissroth.de",NA,"K00000","K"
"28289",32552,"danziger14.de",NA,"K00000","K"
"28290",32553,"daschinabuero.org",NA,"N00000","N"
"28291",32554,"dbgabi92.de",NA,"K00000","K"
"28292",32555,"dee-biografien.de",NA,"K00000","K"
"28293",32556,"deflok.de",NA,"P00000","P"
"28294",32557,"degesi.de",NA,"P00000","P"
"28295",32558,"deinesommerliebe-shop.de",NA,"K00000","K"
"28296",32559,"deinleben.de",NA,"K00000","K"
"28297",32560,"denorda.net",NA,"K00000","K"
"28298",32561,"dentando.eu",NA,"K00000","K"
"28299",32562,"derbucci.de",NA,"K00000","K"
"28300",32563,"derfaller.de",NA,"K00000","K"
"28301",32564,"dergartenmann.de",NA,"K00000","K"
"28302",32565,"derkuechenraum.de",NA,"K00000","K"
"28303",32566,"der-laden-um-die-ecke.de",NA,"K00000","K"
"28304",32567,"dermamaris.com",NA,"K00000","K"
"28305",32568,"derponyhof.shop",NA,"K00000","K"
"28306",32569,"der-tutor.de",NA,"K00000","K"
"28307",32570,"deutschapps.de",NA,"K00000","K"
"28308",32571,"deutschesbrauchtum.de",NA,"N00000","N"
"28309",32572,"deutsch-fuer-thais.net",NA,"K00000","K"
"28310",32573,"deutschkurse-passau.de",NA,"S00000","S"
"28311",32574,"deutschland14-18.de",NA,"P00000","P"
"28312",32575,"dickepferde.de",NA,"K00000","K"
"28313",32576,"diebalkonprofis.de",NA,"K00000","K"
"28314",32577,"die-helwigs.de",NA,"P00000","P"
"28315",32578,"dieloewin.club",NA,"P00000","P"
"28316",32579,"die-schuhprinzessin.de",NA,"K00000","K"
"28317",32580,"dieter-stifter.de",NA,"K00000","K"
"28318",32581,"dietz-fruchtsaefte.de",NA,"K00000","K"
"28319",32582,"die-weber-familie.de",NA,"P00000","P"
"28320",32583,"digifotokasten.de",NA,"P00000","P"
"28321",32584,"digital-checkliste.de",NA,"K00000","K"
"28322",32585,"digitalias.de",NA,"K00000","K"
"28323",32586,"diktierfuchs.de",NA,"K00000","K"
"28324",32587,"discuspublishing.com",NA,"K00000","K"
"28325",32588,"dj-biker.de",NA,"K00000","K"
"28326",32589,"dj-mike-bo.de",NA,"K00000","K"
"28327",32590,"dkoring.de",NA,"P00000","P"
"28328",32591,"dm-equipment.de",NA,"K00000","K"
"28329",32592,"doettlinger-gitarre.de",NA,"K00000","K"
"28330",32593,"dofinanz.de",NA,"K00000","K"
"28331",32594,"domizil2000.de",NA,"K00000","K"
"28332",32595,"donaumax.de",NA,"P00000","P"
"28333",32596,"doromoll.de",NA,"P00000","P"
"28334",32597,"downloadskostenlos.de",NA,"K00000","K"
"28335",32598,"drdoering.com",NA,"K00000","K"
"28336",32599,"dr-epe.de",NA,"K00000","K"
"28337",32600,"dresdner-mietservice.de",NA,"K00000","K"
"28338",32601,"dressurpferdchen.de",NA,"P00000","P"
"28339",32602,"drhamilton.ch",NA,"K00000","K"
"28340",32603,"dr-hunschede.de",NA,"K00000","K"
"28341",32604,"drivesystems.de",NA,"S00000","S"
"28342",32605,"drsieben-online.de",NA,"K00000","K"
"28343",32606,"drumprogramming.com",NA,"P00000","P"
"28344",32607,"dtp-nozzle.de",NA,"K00000","K"
"28345",32608,"du-bist-uns-wichtig.de",NA,"S00000","S"
"28346",32609,"duerndorfer.com",NA,"K00000","K"
"28347",32610,"düsseldorf-arbeitssicherheit.de",NA,"K00000","K"
"28348",32611,"dutem.com",NA,"K00000","K"
"28349",32612,"d-wolpertinger.de",NA,"N00000","N"
"28350",32613,"easyfamily.de",NA,"K00000","K"
"28351",32614,"easyfamily-haus.de",NA,"K00000","K"
"28352",32615,"ebene04.de",NA,"K00000","K"
"28353",32616,"echn-aton.de",NA,"P00000","P"
"28354",32617,"echtlernuadtao.de",NA,"K00000","K"
"28355",32618,"ecomplan.org",NA,"K00000","K"
"28356",32619,"ecref.eu",NA,"N00000","N"
"28357",32620,"edel-messereklame.de",NA,"K00000","K"
"28358",32621,"edgar-eisenkraetzer.de",NA,"K00000","K"
"28359",32622,"edith-heilmeier.de",NA,"K00000","K"
"28360",32623,"edithundsven.de",NA,"P00000","P"
"28361",32624,"edition-flocke.de",NA,"K00000","K"
"28362",32625,"e-doc.de",NA,"K00000","K"
"28363",32626,"edu-land.net",NA,"K00000","K"
"28364",32627,"edv-krings.com",NA,"K00000","K"
"28365",32628,"efdis-itcs.de",NA,"K00000","K"
"28366",32629,"efiddler.de",NA,"K00000","K"
"28367",32630,"eickmann-bau.de",NA,"K00000","K"
"28368",32631,"eismobil-pino.de",NA,"K00000","K"
"28369",32632,"e-kartei.de",NA,"K00000","K"
"28370",32633,"elektro-klee.de",NA,"K00000","K"
"28371",32634,"elektrotechnik-wittmann.de",NA,"K00000","K"
"28372",32635,"elektro-waitl.com",NA,"K00000","K"
"28373",32636,"elmak.de",NA,"K00000","K"
"28374",32637,"eloah.eu",NA,"K00000","K"
"28375",32638,"enbb.info",NA,"K00000","K"
"28376",32639,"energy-portfolio-management.net",NA,"K00000","K"
"28377",32640,"enertec.net",NA,"K00000","K"
"28378",32641,"engelmann-haustechnik.de",NA,"K00000","K"
"28379",32642,"ensemble-formosa.de",NA,"P00000","P"
"28380",32643,"entspannung-bad-reichenhall.de",NA,"K00000","K"
"28381",32644,"eq-planungundmontage.de",NA,"K00000","K"
"28382",32645,"equine-thermographie.de",NA,"K00000","K"
"28383",32646,"erdwesen.de",NA,"P00000","P"
"28384",32647,"ergo-suedschwarzwald.de",NA,"K00000","K"
"28385",32648,"ericdamster.com",NA,"K00000","K"
"28386",32649,"erika-brinkmann.de",NA,"P00000","P"
"28387",32650,"ernaehrungscheck.de",NA,"K00000","K"
"28388",32651,"erstehilfekiel.de",NA,"K00000","K"
"28389",32652,"ess-itservice.net",NA,"K00000","K"
"28390",32653,"esv-schuetzen.de",NA,"N00000","N"
"28391",32654,"etolit.de",NA,"K00000","K"
"28392",32655,"eului.de",NA,"K00000","K"
"28393",32656,"europahausdermusik.de",NA,"N00000","N"
"28394",32657,"eva-beratung.de",NA,"K00000","K"
"28395",32658,"event-line.at",NA,"K00000","K"
"28396",32659,"exfreundin-zurueck-strategie.de",NA,"P00000","P"
"28397",32660,"exklusiv-kunst.de",NA,"K00000","K"
"28398",32661,"expectus.us",NA,"K00000","K"
"28399",32662,"extremadurasur.com",NA,"P00000","P"
"28400",32663,"fahrschule-hoehnisch.com",NA,"K00000","K"
"28401",32664,"fairresearch.info",NA,"K00000","K"
"28402",32665,"falkenpete.de",NA,"K00000","K"
"28403",32666,"familie-bader.com",NA,"P00000","P"
"28404",32667,"familiefrey.de",NA,"P00000","P"
"28405",32668,"familie-hotel-am-wasser.de",NA,"K00000","K"
"28406",32669,"familienferien-im-allgaeu.de",NA,"K00000","K"
"28407",32670,"familienzentren.eu",NA,"S00000","S"
"28408",32671,"familie-riks.de",NA,"P00000","P"
"28409",32672,"familie-zetzmann.de",NA,"K00000","K"
"28410",32673,"family-emmel.de",NA,"P00000","P"
"28411",32674,"fanabau.de",NA,"K00000","K"
"28412",32675,"farmar.de",NA,"P00000","P"
"28413",32676,"fashion-desire.de",NA,"K00000","K"
"28414",32677,"fbc-systeme.de",NA,"K00000","K"
"28415",32678,"feedbaxx.com",NA,"K00000","K"
"28416",32679,"fefco-0421.com",NA,"K00000","K"
"28417",32680,"fehmarn-ferien.info",NA,"K00000","K"
"28418",32681,"feinslieb.de",NA,"K00000","K"
"28419",32682,"feinsteinzeug.biz",NA,"K00000","K"
"28420",32683,"felisrota.de",NA,"K00000","K"
"28421",32684,"ferienappartement-weisel.de",NA,"K00000","K"
"28422",32685,"ferienaufsizilien.com",NA,"K00000","K"
"28423",32686,"ferienwohnung-hanstedt-nordheide.de",NA,"K00000","K"
"28424",32687,"ferienwohnung-harrington.de",NA,"K00000","K"
"28425",32688,"ferienwohnung-rode.de",NA,"K00000","K"
"28426",32689,"ferienwohnung-über-den-wiesen.de",NA,"K00000","K"
"28427",32690,"ferienzimmer-stuecken.de",NA,"K00000","K"
"28428",32691,"feuerwehr-egling.de",NA,"N00000","N"
"28429",32692,"feuerwehr-koesching.de",NA,"N00000","N"
"28430",32693,"feuerwehr-stangheck.de",NA,"N00000","N"
"28431",32694,"feuerwehr-wenzenbach.de",NA,"N00000","N"
"28432",32695,"fewo-ediger-test.de",NA,"K00000","K"
"28433",32696,"fewo-handsche.de",NA,"K00000","K"
"28434",32697,"fewomat.de",NA,"K00000","K"
"28435",32698,"fewo-paradies-radebeul.de",NA,"K00000","K"
"28436",32699,"fgf-fotokunst.de",NA,"P00000","P"
"28437",32700,"fg-traunstein.de",NA,"N00000","N"
"28438",32701,"fibu.de",NA,"K00000","K"
"28439",32702,"fibuprofi-hagmann.de",NA,"K00000","K"
"28440",32703,"figaro-express.de",NA,"K00000","K"
"28441",32704,"film-galerie.de",NA,"K00000","K"
"28442",32705,"finanzierungssachverständiger.de",NA,"K00000","K"
"28443",32706,"finckh.de",NA,"P00000","P"
"28444",32707,"fischmarkt-germering.de",NA,"K00000","K"
"28445",32708,"fisch-schleswig-holstein.de",NA,"K00000","K"
"28446",32709,"fleckenstein-getraenke.de",NA,"K00000","K"
"28447",32710,"fliegenfischer-archiv.de",NA,"K00000","K"
"28448",32711,"floralau.de",NA,"K00000","K"
"28449",32712,"foerdervereintcbadsegeberg.de",NA,"N00000","N"
"28450",32713,"forostax.com",NA,"K00000","K"
"28451",32714,"forstplanung.net",NA,"K00000","K"
"28452",32715,"fotografie-wg.de",NA,"K00000","K"
"28453",32716,"fotokasper.de",NA,"K00000","K"
"28454",32717,"fotostudioschmidt.de",NA,"K00000","K"
"28455",32718,"fouque-verlag-droste-zu-vischering.de",NA,"K00000","K"
"28456",32719,"foxgardens.de",NA,"P00000","P"
"28457",32720,"fp-multimedia.com",NA,"K00000","K"
"28458",32721,"frankbarchet.de",NA,"P00000","P"
"28459",32722,"franken-fuchs.de",NA,"P00000","P"
"28460",32723,"frankkeys.com",NA,"K00000","K"
"28461",32724,"frank-schock.de",NA,"K00000","K"
"28462",32725,"franz-l.de",NA,"K00000","K"
"28463",32726,"frauenzentrumcourage.de",NA,"N00000","N"
"28464",32727,"frechenalarm-shop.de",NA,"K00000","K"
"28465",32728,"freedprinting.de",NA,"K00000","K"
"28466",32729,"freibad-eschbachtal.de",NA,"N00000","N"
"28467",32730,"freifusion.de",NA,"K00000","K"
"28468",32731,"fresh-green-vibes.de",NA,"K00000","K"
"28469",32732,"frickefilm.de",NA,"K00000","K"
"28470",32733,"friedrichgebhart.de",NA,"P00000","P"
"28471",32734,"friseur-petra-rust.de",NA,"K00000","K"
"28472",32735,"friseurteam-paf.de",NA,"K00000","K"
"28473",32736,"fuerpfoten.de",NA,"K00000","K"
"28474",32737,"fussorthopaedie-schaumann.de",NA,"K00000","K"
"28475",32738,"fv-katharina-heinroth-grundschule.de",NA,"N00000","N"
"28476",32739,"fwv-muehlhausen.de",NA,"N00000","N"
"28477",32740,"g2-leipzig.de",NA,"K00000","K"
"28478",32741,"gabischnauder.com",NA,"K00000","K"
"28479",32742,"gabis-kunststueckchen.de",NA,"K00000","K"
"28480",32743,"gabriele-nuenchert.de",NA,"K00000","K"
"28481",32744,"gaestefuehrer-opfwald.de",NA,"P00000","P"
"28482",32745,"galerie-brainstorm.de",NA,"K00000","K"
"28483",32746,"galerie-el-09.de",NA,"K00000","K"
"28484",32747,"gameofdeutschland.de",NA,"P00000","P"
"28485",32748,"gandl-kirchheim.de",NA,"K00000","K"
"28486",32749,"ganzheitlichwohlfuehlen.de",NA,"K00000","K"
"28487",32750,"gardentec-esser.de",NA,"K00000","K"
"28488",32751,"gardentec-schulte.de",NA,"K00000","K"
"28489",32752,"gartenmoebel-grebner.de",NA,"K00000","K"
"28490",32753,"gebaeude-funk.de",NA,"K00000","K"
"28491",32754,"gedankentraining.de",NA,"K00000","K"
"28492",32755,"geigerundsohn.de",NA,"K00000","K"
"28493",32756,"genealogie-domain.de",NA,"P00000","P"
"28494",32757,"generation-snow.de",NA,"K00000","K"
"28495",32758,"generic-intelligence.com",NA,"K00000","K"
"28496",32759,"gentlemansland.de",NA,"K00000","K"
"28497",32760,"georg-muus.de",NA,"P00000","P"
"28498",32761,"geo-sport.de",NA,"K00000","K"
"28499",32762,"gerd-bonfert.eu",NA,"P00000","P"
"28500",32763,"gerhardi-alu.eu",NA,"K00000","K"
"28501",32764,"gerhard-kostrewa.de",NA,"K00000","K"
"28502",32765,"gerontoconsulting.de",NA,"K00000","K"
"28503",32766,"gesche-naturstein.de",NA,"K00000","K"
"28504",32767,"gesunde-pferde.de",NA,"K00000","K"
"28505",32768,"gesundheitszentrum-oberammergau.com",NA,"K00000","K"
"28506",32769,"gewoh.de",NA,"K00000","K"
"28507",32770,"gilastenzel.de",NA,"P00000","P"
"28508",32771,"girabrasil.de",NA,"K00000","K"
"28509",32772,"gitarristik.de",NA,"P00000","P"
"28510",32773,"gla-finanz.de",NA,"K00000","K"
"28511",32774,"gligweb.de",NA,"K00000","K"
"28512",32775,"global-compact-for-migration.eu",NA,"P00000","P"
"28513",32776,"globalokal.org",NA,"N00000","N"
"28514",32777,"glückauf-bus.de",NA,"K00000","K"
"28515",32778,"glueckliche-fuesse.com",NA,"K00000","K"
"28516",32779,"gojohnny.de",NA,"P00000","P"
"28517",32780,"goldhaus-gustaw.de",NA,"K00000","K"
"28518",32781,"golembiewski1.de",NA,"K00000","K"
"28519",32782,"golzower-karneval.de",NA,"N00000","N"
"28520",32783,"goodwheel-fahrradwerkstatt.de",NA,"N00000","N"
"28521",32784,"gordi.eu",NA,"K00000","K"
"28522",32785,"gowithflo.de",NA,"P00000","P"
"28523",32786,"gpg-ungarn.de",NA,"K00000","K"
"28524",32787,"grabmalpruefung.com",NA,"K00000","K"
"28525",32788,"grafikramer-view.com",NA,"K00000","K"
"28526",32789,"grahmannbau.eu",NA,"K00000","K"
"28527",32790,"grazapartmenttorent.com",NA,"K00000","K"
"28528",32791,"greane-krapfa.de",NA,"N00000","N"
"28529",32792,"grenzrock.de",NA,"K00000","K"
"28530",32793,"grilles-sport-shop.de",NA,"K00000","K"
"28531",32794,"gringmann.de",NA,"K00000","K"
"28532",32795,"grobirot.de",NA,"P00000","P"
"28533",32796,"grosse-restaurierungen.de",NA,"K00000","K"
"28534",32797,"grossmeister-reiner-cerajewski.de",NA,"P00000","P"
"28535",32798,"grote-ferienhaus.de",NA,"K00000","K"
"28536",32799,"gr-print-log.de",NA,"K00000","K"
"28537",32800,"grube-pappe.de",NA,"P00000","P"
"28538",32801,"gruenes-yogahaus.de",NA,"K00000","K"
"28539",32802,"gruenwald-ladeneinrichtung.com",NA,"K00000","K"
"28540",32803,"grundbesitzverwaltung-nrw.de",NA,"K00000","K"
"28541",32804,"gsm1900.eu",NA,"K00000","K"
"28542",32805,"gs-strasskirchen.de",NA,"S00000","S"
"28543",32806,"guenstigste-versicherungen.de",NA,"K00000","K"
"28544",32807,"guesthouse-patong.de",NA,"K00000","K"
"28545",32808,"gussahn-garske.de",NA,"K00000","K"
"28546",32809,"gütegemeinschaft-kranservice.de",NA,"K00000","K"
"28547",32810,"gütestelle-nrw.de",NA,"S00000","S"
"28548",32811,"gutundfrisch-bad-salzuflen.de",NA,"K00000","K"
"28549",32812,"hammer-store.de",NA,"K00000","K"
"28550",32813,"handy-flat-vergleich.info",NA,"K00000","K"
"28551",32814,"hangmann.de",NA,"P00000","P"
"28552",32815,"hannover-hundeführerschein.de",NA,"K00000","K"
"28553",32816,"harfenwagen.de",NA,"K00000","K"
"28554",32817,"harzkobold.de",NA,"P00000","P"
"28555",32818,"hasmann.de",NA,"P00000","P"
"28556",32819,"hassenkamp.de",NA,"K00000","K"
"28557",32820,"hauptmannvonkoepenick-buehne.de",NA,"N00000","N"
"28558",32821,"haus-am-chiemsee.de",NA,"K00000","K"
"28559",32822,"hausarztpraxis-freitag.de",NA,"K00000","K"
"28560",32823,"hausarztzentrum-inrath.de",NA,"K00000","K"
"28561",32824,"hausverwaltung-ahrens.de",NA,"K00000","K"
"28562",32825,"haus-xaveria-keck.de",NA,"K00000","K"
"28563",32826,"havek-brb.de",NA,"K00000","K"
"28564",32827,"headvance.de",NA,"K00000","K"
"28565",32828,"heavydreams.de",NA,"K00000","K"
"28566",32829,"hebammeweb.de",NA,"K00000","K"
"28567",32830,"hecker-urkorn.de",NA,"K00000","K"
"28568",32831,"hees.co",NA,"K00000","K"
"28569",32832,"hei-lei.de",NA,"P00000","P"
"28570",32833,"heizkessel.org",NA,"K00000","K"
"28571",32834,"heizoel-brunnbauer.de",NA,"K00000","K"
"28572",32835,"heizung-markgroeningen.de",NA,"K00000","K"
"28573",32836,"hej-agentur.de",NA,"K00000","K"
"28574",32837,"helix3d.de",NA,"K00000","K"
"28575",32838,"helmes-maschinenbau.com",NA,"K00000","K"
"28576",32839,"helmut-stauss.de",NA,"P00000","P"
"28577",32840,"hennefeld.com",NA,"P00000","P"
"28578",32841,"henningpawel.de",NA,"K00000","K"
"28579",32842,"hermann-holzer-labor.de",NA,"K00000","K"
"28580",32843,"herold-pb.com",NA,"K00000","K"
"28581",32844,"hgv-sulz.de",NA,"N00000","N"
"28582",32845,"hiddenseeurlaub.de",NA,"K00000","K"
"28583",32846,"higgayer.de",NA,"P00000","P"
"28584",32847,"highmedia.design",NA,"K00000","K"
"28585",32848,"hirth-automobile.de",NA,"K00000","K"
"28586",32849,"historische-landtechnik.de",NA,"N00000","N"
"28587",32850,"h-m-klein.de",NA,"P00000","P"
"28588",32851,"hnopraxis-buchen.de",NA,"K00000","K"
"28589",32852,"hno-schellhorn.de",NA,"K00000","K"
"28590",32853,"hochwaldmetall.com",NA,"K00000","K"
"28591",32854,"hochzeitsfahrten-hans-frey.de",NA,"K00000","K"
"28592",32855,"hochzeitssaengerin-duisburg.de",NA,"K00000","K"
"28593",32856,"hoehengasthaus.de",NA,"K00000","K"
"28594",32857,"hoffmann-micha.de",NA,"P00000","P"
"28595",32858,"hofmann-kosmetik.de",NA,"K00000","K"
"28596",32859,"holger-cramm.de",NA,"P00000","P"
"28597",32860,"holoch.de",NA,"K00000","K"
"28598",32861,"holz-stiebler.de",NA,"K00000","K"
"28599",32862,"homesharinghamburg.de",NA,"N00000","N"
"28600",32863,"home-weber.de",NA,"K00000","K"
"28601",32864,"honer-lufttechnik.de",NA,"K00000","K"
